T type,T type sentencecase,Specimen ID,T type class,Dataset,T type sub-class,Binary_Lamp5,
Vip-Ires-Cre,Vip-Ires-Cre,523205934,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,570896413,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,562540395,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,523478869,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,570932699,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,584587128,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,575920560,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,567007144,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,567006813,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,562535995,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,576046210,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,576411497,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,570589704,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,565880475,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,553006549,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,582632160,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,509620929,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,514907630,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,593054045,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,560424631,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,535728342,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,514767977,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,570626702,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,570921682,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,565191603,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,535708196,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,515315072,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,562524605,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,575937040,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,524675712,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,594589186,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,565191521,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,575923740,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,531121585,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,570589935,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,570081024,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,592868444,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,561934585,,Old Gouwen,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,562539062,,Old Gouwen,Vip,0,
Sst-Ires-Cre,Sst-Ires-Cre,491029832,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,472517038,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475580568,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475068599,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,478716304,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322197295,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,490912243,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476104386,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,329224678,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,329322109,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322536988,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,328031983,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476093220,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,491026389,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,323501938,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,323452196,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475047891,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,575646054,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476099282,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,482690728,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,480171188,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,504608602,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,328015342,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,480183339,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,473543792,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,504605677,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322246422,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,501282204,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322197160,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476764144,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,328954223,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,473011949,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,466664172,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,329241587,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,490278904,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,328535908,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,480187546,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,490276212,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,485061364,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,478396248,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,485455219,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,470581375,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,482735425,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,526785742,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,324522388,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475465708,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,500966656,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,464198958,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,485287282,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475517157,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,324256803,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,478412623,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,486352114,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322500634,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476686112,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,328093618,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,501280518,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322229594,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,482692974,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,324257146,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475202388,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,313862274,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,388874977,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,497560724,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475542743,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,313862306,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,480171348,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,534141324,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,501798889,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,313862167,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,485455249,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322515253,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475517090,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,313862134,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,329254830,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,485455285,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,473564515,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,324495712,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476753465,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,322507839,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476751360,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,503866640,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476741830,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,485058595,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,482744155,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,490173806,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475132727,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,490789494,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,479897420,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,490908575,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,328876201,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,488677994,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,324493977,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475542907,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,491030723,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,488677318,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,488677942,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,473540161,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,476100382,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,466271455,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,479905853,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,328549885,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,323475862,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,324466628,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,485466109,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,475515168,,Old Gouwen,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,464212183,,Old Gouwen,Sst,0,
Scnn1A-Tg3-Cre,Scnn1A-Tg3-Cre,323834998,,Old Gouwen,Scnn1A,0,
Scnn1A-Tg3-Cre,Scnn1A-Tg3-Cre,488450754,,Old Gouwen,Scnn1A,0,
Scnn1A-Tg3-Cre,Scnn1A-Tg3-Cre,584632767,,Old Gouwen,Scnn1A,0,
Scnn1A-Tg2-Cre,Scnn1A-Tg2-Cre,483111429,,Old Gouwen,Scnn1A,0,
Scnn1A-Tg2-Cre,Scnn1A-Tg2-Cre,478891084,,Old Gouwen,Scnn1A,0,
Scnn1A-Tg2-Cre,Scnn1A-Tg2-Cre,467782778,,Old Gouwen,Scnn1A,0,
Scnn1A-Tg2-Cre,Scnn1A-Tg2-Cre,480011594,,Old Gouwen,Scnn1A,0,
Scnn1A-Tg2-Cre,Scnn1A-Tg2-Cre,478888083,,Old Gouwen,Scnn1A,0,
Pvalb-T2A-Flpo|Vipr2-Ires2-Cre,Pvalb-T2A-Flpo|Vipr2-Ires2-Cre,614777438,,Old Gouwen,Pvalb,0,
Pvalb-T2A-Flpo|Vipr2-Ires2-Cre,Pvalb-T2A-Flpo|Vipr2-Ires2-Cre,614767057,,Old Gouwen,Pvalb,0,
Pvalb-T2A-Creert2,Pvalb-T2A-Creert2,603502705,,Old Gouwen,Pvalb,0,
Pvalb-T2A-Creert2,Pvalb-T2A-Creert2,593709955,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,469801138,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,481127932,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475549334,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,484744672,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,486754703,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,486755781,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,574399717,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,471085676,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,567901050,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,478947222,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488438177,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487405644,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,482516631,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,574377603,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,491031969,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,484742372,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,320455763,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,478793814,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,471088062,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,500864898,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487400838,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,484744867,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475895240,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475894121,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,591278744,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,571314481,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,509683388,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,509779247,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,466114829,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,481093525,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,478958894,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,509515969,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,571379507,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,509522358,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,500864322,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569998790,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,482491330,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,581403121,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,313861539,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,571715883,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569997187,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,469614747,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485245025,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,464368713,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,579414994,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,567952169,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487668030,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,396369826,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,396687610,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,500879695,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,320247631,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,321707833,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485053941,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569991910,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,481127348,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,503254105,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,486791945,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,567987585,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,573976402,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569749430,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,466245544,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485253111,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488685185,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569723367,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,579671105,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,491038812,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487640196,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487323089,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569723405,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,484629749,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488501071,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487638658,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,599434799,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,321704734,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,588189066,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,480735016,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,579672464,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,572295788,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,396608557,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,574992320,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488708322,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475550148,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,570081589,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,321708130,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,511247944,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485184849,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485182007,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569955172,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,478795872,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,477490421,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,480963429,,Old Gouwen,Pvalb,0,
